A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
112754792,594522343,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",Tsipora777,12633,Tsipora,Amateur de bons vins et de bons amis 🇨🇵 🇮🇱 🇺🇲
112754792,59591873,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",les_ids,13449,,Laboratoire d'idées pour la défense de la civilisation européenne
112754792,614968054,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",PhilipJ37,2240,,None
112754792,63117960,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",pastelcoh,2762,Pastel  פסטל 🖖,"78651 tatoué dans ma Mémoire

Une Étoile 🇮🇱dans la tête 

Les pieds sur la Planète Marseille  🇫🇷"
112754792,703956100098486272,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",BetraMaurice,1342,,None
112754792,773877078752104453,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",Thompson_2017,2244,🎣bThompson #fxBellamy #MerciFF Matric.2342 🇫🇷,Le Trocadéro - le 5 mars 2017 #PrésidentielleTruquée - rdv manqué avec l'histoire pour la FR. Droite Trocadéro 🇫🇷 #fxBellamy #AvecAubert #ObjectifFrance #FR
112754792,990045772501614593,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",GTMC2019,424,,Retraité✝️✡️🇮🇱🇨🇦
112754792,789420103787958272,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité""."
112754792,804474511,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",LaNissarda,9175,Lou Pastrouil,Droite. Attachée aux valeurs traditionnelles. Pour un peuple souverain dans une 🇫🇷 libre #Frexit
112754792,814267976694321152,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",JeremyVernes,1600,,"🇫🇷Ici c'est notre terre, Notre Peuple, Notre identité. 21 ans / Cadre Genération Identitaire Montpellier. #manifstopislamisme"
112754792,826414635783958528,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
112754792,827151086733635584,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
112754792,837182934683627525,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",Mazagan_Ft,2688,Tara F,"Liberté d'expression ! Contre le capitalisme mondialiste et ses armes : islam conquérant, immigration massive, UE, écologisme, ""antiracisme"", ""antifascisme""..."
112754792,87212906,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",ThierryMARIANI,54606,Thierry MARIANI,Député Français🇫🇷au Parlement Européen (Commissions #AFET et #ITRE) du @GroupeID_FR - élu @RNational_off - Ancien Ministre - @Droite_Pop - #RPRCanalHistorique
112754792,904766797,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",FrBonapartiste,747,,None
112754792,906147845262241792,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",lafranceisback,2796,,Être dans le vent : une ambition de feuille morte.
112754792,960470750334513152,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",Apikorsim,1158,Élie 🕎,Je pratique le Chabat avec Alain
112754792,978888987535396864,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",PeterColumns,6322,,L'Occident est une fleur qui n'a poussé qu'une seule fois dans l'Histoire. Et nous décidons désormais de la broyer sans réfléchir?
1141351087565418496,24744541,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,lemondefr,8505947,Le Monde,"L'actualité de référence par la rédaction du Monde | Piloté par @marieslavicek @bricelaemle @charlotteherzog | Snapchat, FB, Instagram : lemondefr"
1141351087565418496,3373762791,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter"
112153936,112754792,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD"
1141351087565418496,387703357,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,MAHIEUCATHERINE,1702,GauloiseRéfractaire🎅,☃️ #JeSoutiensZemmour
1152149776244400133,1135207190619463681,1,SalimSauvadet,3071,Chevalier Sylvain Oisel Salîm Trisq'ailes Sauvadet,"Escaping Dystopia with the Ὥagician🦋浪人
Poète∫³num⁴Scrum⁵ink of the ninth Dragon
Ajoute une Ὥote d'innovaⓣiⓄn
Ⓣa nature surréaliste, matérialise le réalisme",LysLady1,274,LadyLys,"Aimer celle où j'ai vécu et qui a été ma terre d'accueil [France]
Aimer celle où je vis et qui est ma terre promise [Israel]"
1152149776244400133,3007925428,1,SalimSauvadet,3071,Chevalier Sylvain Oisel Salîm Trisq'ailes Sauvadet,"Escaping Dystopia with the Ὥagician🦋浪人
Poète∫³num⁴Scrum⁵ink of the ninth Dragon
Ajoute une Ὥote d'innovaⓣiⓄn
Ⓣa nature surréaliste, matérialise le réalisme",Oggy2015,453,,It's me
1152149776244400133,486832506,1,SalimSauvadet,3071,Chevalier Sylvain Oisel Salîm Trisq'ailes Sauvadet,"Escaping Dystopia with the Ὥagician🦋浪人
Poète∫³num⁴Scrum⁵ink of the ninth Dragon
Ajoute une Ὥote d'innovaⓣiⓄn
Ⓣa nature surréaliste, matérialise le réalisme",BaroukhPia,80,,None
1153273982168313857,1015282339352662017,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",JSolari_DLF13,465,,"Conseiller Municipal à Aix- en-Provence
Déléguée de la 11ème circonscription des BduR Debout la France"
1153273982168313857,1022791577830338560,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",ActusPays,6474,Lisa en direct 🌏🌍🌎,"Rédac chef de http://Infosplanetaires.com.
https://fr.tipeee.com/infosplanetaires.com
Ex. JRI pour une web tv fi. et pour les chaînes parlementaires."
1153273982168313857,1063391541790744576,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",le_gaule,249,Le Couillu De La Gaule,None
1153273982168313857,1070065813850341377,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",ClimateOfChange,584,Un Climat de Changement,Média collaboratif pour éveiller à l'urgence et à la gravité des enjeux écologiques #climat #changement #écologie #environnement #biodiversité
1153273982168313857,1088857019166150656,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",KitzWengen,661,Kitz Wengen,J'attaque en permanence. Je dégaine. Certains s'en souviennent.
1153273982168313857,1125030156828053504,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",francaislaic,145,philippe,🇫🇷🌈
1153273982168313857,1173588610047717376,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",JeanneMolene,134,,"Antarctician cold , very cold."
1153273982168313857,1199820820278849537,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020
1153273982168313857,1204757033179897858,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",Elyahoudi,123,𝔼𝕝 𝕪𝕒𝕙𝕠𝕦𝕕𝕚,"Plus que sioniste, israélien🇮🇱Persuadé de la réalité du grand remplacement 🇩🇿Soutient les identitaires européens 🇨🇵 Amis et adversaires me reconnaîtront😘"
1153273982168313857,1241669749,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",JstLangevin,15041,chouquette SPF matricule 2,Gaulliste et Sarkozyste depuis toujours Cercle du Cotentin suivie par @NicolasSarkozy @Matteo Salvini @David Margueritte @Twystsky Verlaine D.Lunel......
1153273982168313857,1305125018,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",Ch_PONSARD,231,,"On est tous égaux, mais il y en a qui sont plus égaux que les autres ( Coluche)"
1153273982168313857,1330120332,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",Alcuin66,1733,Alcuin✠ †,"Domine, salvam fac Galliam et salvum gentem Francorum! Ⓜ"
1153273982168313857,189456977,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",fustinette,4644,,Etre un homme c'est bien mais il y a encore mieux : être humain (Jules romains) http://www.lafranceinsoumise.fr @UnMondeEnCommun #PunkaChat revendiquée✊
1153273982168313857,2291358116,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",Henda_Ayari,28387,Henda Ayari,"Écrivain,conférencière,présidente de l'association Libératrices pr la défense des droits des femmes,lutte contre l'islamisme et les discriminations.
J❤la 🇫🇷"
1153273982168313857,24384295,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",conspiration,21360,Conspiracy Watch,Conspiracy Watch. Observatoire du conspirationnisme et des théories du complot.
1153273982168313857,275219597,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",dobsky33,10835,David dobsky,A la recherche du thon perdu.
1153273982168313857,290509123,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",imhotep1338,5365,,"#CGT #TeamOM #infirmier #Darwin parce que le milliardaire n'a pas récolté sans peine, il s'imagine qu'il a semé. Jaurès."
1153273982168313857,2953506202,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",cajounice,5868,CajouDesCollines ♦️🎗,POUR QUE LA FRANCE RESTE LA FRANCE 🇫🇷 NE PAS SUBIR !!!! NS LW JA combien de déceptions ....Je bloque les dragueurs ...
1153273982168313857,304858372,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix..."
1153273982168313857,433207515,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",pleroy35,1845,,"L'injustice des puissants me révolte, il pourrit tout ce qu'il touche. Rendre au peuple sa légitimité celui de décider seul ce qui est bon pour lui"
1153273982168313857,456777022,1,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-",JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
1152149776244400133,1098479090422689792,1,SalimSauvadet,3071,Chevalier Sylvain Oisel Salîm Trisq'ailes Sauvadet,"Escaping Dystopia with the Ὥagician🦋浪人
Poète∫³num⁴Scrum⁵ink of the ninth Dragon
Ajoute une Ὥote d'innovaⓣiⓄn
Ⓣa nature surréaliste, matérialise le réalisme",ReySacha1,845,,Ne pas se faire d’illusion le savoir est déjà une chose   🇷🇺🇷🇸 soutient total aux musulmans chrétiens juifs ישוע orthodoxes☦️🕎
1152149776244400133,1034814692001292288,1,SalimSauvadet,3071,Chevalier Sylvain Oisel Salîm Trisq'ailes Sauvadet,"Escaping Dystopia with the Ὥagician🦋浪人
Poète∫³num⁴Scrum⁵ink of the ninth Dragon
Ajoute une Ὥote d'innovaⓣiⓄn
Ⓣa nature surréaliste, matérialise le réalisme",lavie_xavier,250,,droit science politique  doct. histoire militaire et études défense. essais.
1151888896223002624,783741839987838976,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",islamosympa,6131,islamo-gauchiste,soutien aux gilets jaunes
1146790522469720064,299730426,1,TedeschiMarie1,389,Tedeschi Marie,"FAIRE plutôt que DIRE.
VOLONTÉ POUR LA FRANCE.
SOBRIÉTÉ, DISCRÉTION.
TOUT CE QU'IL MANQUE.",JFVARS,794,,"Je tiens ce monde pour ce qu'il est : un théâtre où chacun doit jouer son rôle  Le Marchand de Venise, Shakespeare."
1141351087565418496,456777022,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
1141351087565418496,53224286,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,Sifaoui,39295,,Journaliste-Écrivain-Réalisateur. Directeur du magazine «Contre-TERRORISME» - Mes opinions m’engagent contre l’islamisme
1141351087565418496,534314524,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,didiercombier,1496,,"""Une certaine idée de la France."" ""Определенная идея Франции"".   LES PREUX, nous les Français qui résistons à ce que veulent nous imposer l'UE et la Finance🇫🇷✝️"
1141351087565418496,727425382169849856,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
1141351087565418496,827151086733635584,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
1141351087565418496,832272924727975937,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,MoniquePlaza3,3966,Monique Plaza,"féministe universaliste, laïque, républicaine, opposée à l’hyperlibéralisme prédateur et liberticide. Je bloque immédiatement les abonnés qui insultent."
1141351087565418496,87886754,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
1141351087565418496,978184280,1,GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.,DamienRieu,58942,Damien Rieu,Lanceur d’alertes | France périphérique | @frenchlivesM @f_desouche
1146065688932446211,1153273982168313857,1,JeanFranoispel6,1091,Jean-François Pellerin,"journaliste & écrivain scientifique, conférencier ancien ingénieur Arianespace @arianespace & Airbus @airbus & Musée de l'Air et de l'Espace @MuseeAirEspace",raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
1146065688932446211,24384295,1,JeanFranoispel6,1091,Jean-François Pellerin,"journaliste & écrivain scientifique, conférencier ancien ingénieur Arianespace @arianespace & Airbus @airbus & Musée de l'Air et de l'Espace @MuseeAirEspace",conspiration,21360,Conspiracy Watch,Conspiracy Watch. Observatoire du conspirationnisme et des théories du complot.
1148569502508027910,2218023326,1,loup_phil,17,,None,AA_Avocats,10449,Arié Alimi Avocats,AAA est un cabinet d'avocats fondé en 2002 spécialisé en                              #DroitImmobilier #DroitPénal #DroitSocial #DroitDesSociétés #BNdelaLDH
1151888896223002624,741369590,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",aynmil,98,,None
1148569502508027910,2319959590,1,loup_phil,17,,None,PlicPlicc,173,,"European boy born and raised on the Atlantic coast 🇪🇺 // Son, Brother, Friend, Lover, Husband, Father // “Fuck you, I won’t do what you tell me”"
1148569502508027910,810771724417568768,1,loup_phil,17,,None,espritlaique2,2250,,"Ici on parle des violences faites aux femmes, donc de religion et de capitalisme.Feministe pratiquant l’accord de proximité. 😈  Pas #rn #pir #fI #islamiste🤮"
1148569502508027910,952656768756277249,1,loup_phil,17,,None,jb_kina,67,,"Jeune maman, cadre +/- dynamique, française 🇫🇷, musulmane, peule 🇬🇳, mariée à un italo-savoyard 🇲🇽, ex-banlieusarde, ex-parisienne...Être humain comme toi"
1151163200701960192,28728737,1,f0ry3d,21,fs0c13ty.,None,DaivyP,1325,Daivy 🅙,Twitto niveau vétéran. En pré-retraite après 10 ans de réseau. Encyclopédie de twitter Antilles.
1151888896223002624,1132970142286188548,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",KBelhass,4,,None
1151888896223002624,1197576103734456323,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",selimb83,64,,None
1151888896223002624,1369701486,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",NTenzer,16372,Nicolas Tenzer,Sr civil servant writer edit @RevueLeBanquet chair @CERAP_Paris Guest Prof @PSIASciencesPo Tweets my own RT≠endorsement #geopolitics #riskanalysis #humanrights
1151888896223002624,387855821,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",Salimgolfeur,54,Baron DJ,C est impressionnant le nombre de fachos qui te bloquent quand tu les exposes à leurs bêtises !!!! C est pour cela que je reviens sur Twitter Après 7 ans !
1151888896223002624,517949612,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",Claude2mougins,13514,Claude Demougins🔴⚪️,"Electron libre. pol & geopol, @ARTEinfo, #Liberté #Égalité #Fraternité"
1151888896223002624,700044567,1,_OncleDom,1909,L'Oncle Dom,"Mes sympathies pour les réfugiés, migrants, LGBT et autres damnés de la terre m'ont permis, à force de travail, d'obtenir le statut de Bobo Bien Pensant.",FeizaBM,28235,Feïza Ben Mohamed,"Militante indignée, journaliste, présidente de @droitsdecites et chroniqueuse dans @LeGrandForumFM2 sur @FMaghreb2 #QuartiersPop #Islamophobie"
112754792,3088517843,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",SIEL_Off,11951,,"Suivez toute l'actualité du #SIEL , ex membre fondateur du RBM, présidé par @ouchikhkarim."
112754792,2986275514,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
112754792,298133910,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",LeBlogueurLibre,3644,Le Blogueur Libre ن,Je ne réponds pas aux abrutis. C’est bien pour ça que je ne réponds jamais à mes tweets ! Je dis beaucoup de conneries & j’en répète aussi… LOL #anticonformiste
112754792,285804058,1,Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD",Robert_Deragon,9450,Robert Deragon,"Indépendantiste, républicain, patriote. Pour une charte de la #laïcité. http://M.Sc. Géologie, MBA. «Le Québec🇲🇶 ma nation, la France🇫🇷 mère patrie»"
1121856729787043842,1195383908243791872,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",FUSCO101,588,FUSCO10,j’ai voté 🗳 #MLP et j’en suis fier #RN ⛪️ ✝️ ✝️⛪️✝️⛪️✝️⛪️
1121856729787043842,1195565464824557568,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",EtGaulliste,725,Peuple de France réveille toi...... page Facebook,"passionné d Histoire surtout celle de la France ,fière qu un Grand Président  m a contactée et remercié , pour mon travail de soutien"
1121856729787043842,1204757033179897858,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Elyahoudi,123,𝔼𝕝 𝕪𝕒𝕙𝕠𝕦𝕕𝕚,"Plus que sioniste, israélien🇮🇱Persuadé de la réalité du grand remplacement 🇩🇿Soutient les identitaires européens 🇨🇵 Amis et adversaires me reconnaîtront😘"
1121856729787043842,1204771941661458432,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Patrick56754431,29,Patrick. L,None
1121856729787043842,1209076624777523201,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",VivienG2610,35,,"▪ Gaulliste ☨ | Chrétien ✝️ 
▪ Conseiller Inter-Quartiers de Caen 👨‍💼
▪ Engagé en politique pour la France  🇫🇷 #LR | #AvecAubert | #AuNomdelaFrance"
1121856729787043842,1229455952,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Missioux,677,Siouxie 🇫🇷 🇦🇲,La France tu l'aimes ou tu la quittes ;)
1121856729787043842,1239958992,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",IslamismeFr,1359,STOP Islamisme !,NON à la charia - STOP ISLAMISME !
1121856729787043842,1377946922,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",clemc81,2016,,None
